Admin 2 FIPS Code;Province/State;Admin 2 Level (City/County/Borough/Region);Date;Total Death;Total Confirmed;location
36047;New York;Kings;17 02 2022;12603;682708;40.6361825, -73.94935552
4013;Arizona;Maricopa;21 11 2021;12603;783578;33.34835867, -112.4918154
4013;Arizona;Maricopa;22 11 2021;12603;785777;33.34835867, -112.4918154
36047;New York;Kings;16 02 2022;12588;682323;40.6361825, -73.94935552
4013;Arizona;Maricopa;18 11 2021;12536;775124;33.34835867, -112.4918154
17031;Illinois;Cook;16 01 2022;12503;986858;41.84144849, -87.81658794
4013;Arizona;Maricopa;17 11 2021;12498;772929;33.34835867, -112.4918154
4013;Arizona;Maricopa;16 11 2021;12490;771037;33.34835867, -112.4918154
36047;New York;Kings;10 02 2022;12485;680029;40.6361825, -73.94935552
4013;Arizona;Maricopa;15 11 2021;12459;769375;33.34835867, -112.4918154
17031;Illinois;Cook;13 01 2022;12458;977558;41.84144849, -87.81658794
4013;Arizona;Maricopa;12 11 2021;12439;763698;33.34835867, -112.4918154
17031;Illinois;Cook;12 01 2022;12406;966133;41.84144849, -87.81658794
4013;Arizona;Maricopa;10 11 2021;12397;757552;33.34835867, -112.4918154
36081;New York;Queens;6 10 2022;12387;800196;40.71088124, -73.81684712
36081;New York;Queens;2 10 2022;12366;796990;40.71088124, -73.81684712
36081;New York;Queens;29 09 2022;12363;796289;40.71088124, -73.81684712
4013;Arizona;Maricopa;7 11 2021;12352;752986;33.34835867, -112.4918154
17031;Illinois;Cook;11 01 2022;12351;955286;41.84144849, -87.81658794
36081;New York;Queens;26 09 2022;12319;794822;40.71088124, -73.81684712
36081;New York;Queens;24 09 2022;12315;792977;40.71088124, -73.81684712
36081;New York;Queens;19 09 2022;12293;790518;40.71088124, -73.81684712
17031;Illinois;Cook;10 01 2022;12289;947175;41.84144849, -87.81658794
36081;New York;Queens;13 09 2022;12277;786789;40.71088124, -73.81684712
4013;Arizona;Maricopa;3 11 2021;12277;744385;33.34835867, -112.4918154
36047;New York;Kings;2 02 2022;12271;673900;40.6361825, -73.94935552
36081;New York;Queens;9 09 2022;12263;784002;40.71088124, -73.81684712
36081;New York;Queens;6 09 2022;12255;783166;40.71088124, -73.81684712
36081;New York;Queens;5 09 2022;12253;780903;40.71088124, -73.81684712
36081;New York;Queens;1 09 2022;12251;780263;40.71088124, -73.81684712
36081;New York;Queens;31 08 2022;12244;779499;40.71088124, -73.81684712
4013;Arizona;Maricopa;2 11 2021;12230;741940;33.34835867, -112.4918154
4013;Arizona;Maricopa;31 10 2021;12230;740666;33.34835867, -112.4918154
36081;New York;Queens;28 08 2022;12228;776547;40.71088124, -73.81684712
36081;New York;Queens;19 08 2022;12204;771487;40.71088124, -73.81684712
36081;New York;Queens;18 08 2022;12197;770641;40.71088124, -73.81684712
36047;New York;Kings;29 01 2022;12175;670414;40.6361825, -73.94935552
17031;Illinois;Cook;6 01 2022;12159;900993;41.84144849, -87.81658794
36081;New York;Queens;9 08 2022;12152;762865;40.71088124, -73.81684712
36081;New York;Queens;5 08 2022;12135;759454;40.71088124, -73.81684712
36047;New York;Kings;28 01 2022;12132;668636;40.6361825, -73.94935552
36081;New York;Queens;3 08 2022;12119;755499;40.71088124, -73.81684712
36081;New York;Queens;1 08 2022;12110;754799;40.71088124, -73.81684712
36081;New York;Queens;30 07 2022;12097;750139;40.71088124, -73.81684712
6037;California;Los Angeles;9 01 2021;12090;907077;34.30828379, -118.2282411
36081;New York;Queens;25 07 2022;12072;746930;40.71088124, -73.81684712
36081;New York;Queens;22 07 2022;12068;743399;40.71088124, -73.81684712
36081;New York;Queens;11 07 2022;12028;728527;40.71088124, -73.81684712
36081;New York;Queens;9 07 2022;12024;724641;40.71088124, -73.81684712
36081;New York;Queens;2 07 2022;12010;717219;40.71088124, -73.81684712
36081;New York;Queens;3 07 2022;12010;717219;40.71088124, -73.81684712
36081;New York;Queens;4 07 2022;12010;717219;40.71088124, -73.81684712
36081;New York;Queens;27 06 2022;11990;713065;40.71088124, -73.81684712
17031;Illinois;Cook;30 12 2021;11986;821472;41.84144849, -87.81658794
17031;Illinois;Cook;2 01 2022;11986;821472;41.84144849, -87.81658794
17031;Illinois;Cook;31 12 2021;11986;821472;41.84144849, -87.81658794
36081;New York;Queens;22 06 2022;11979;707913;40.71088124, -73.81684712
36081;New York;Queens;17 06 2022;11975;704024;40.71088124, -73.81684712
36081;New York;Queens;15 06 2022;11964;702068;40.71088124, -73.81684712
17031;Illinois;Cook;29 12 2021;11960;808541;41.84144849, -87.81658794
36081;New York;Queens;9 06 2022;11942;697028;40.71088124, -73.81684712
36081;New York;Queens;11 06 2022;11942;697369;40.71088124, -73.81684712
36081;New York;Queens;12 06 2022;11942;698048;40.71088124, -73.81684712
17031;Illinois;Cook;28 12 2021;11941;798775;41.84144849, -87.81658794
36081;New York;Queens;8 06 2022;11938;695861;40.71088124, -73.81684712
36081;New York;Queens;7 06 2022;11933;694732;40.71088124, -73.81684712
36081;New York;Queens;6 06 2022;11930;693956;40.71088124, -73.81684712
36081;New York;Queens;3 06 2022;11929;690969;40.71088124, -73.81684712
36081;New York;Queens;2 06 2022;11928;689706;40.71088124, -73.81684712
36081;New York;Queens;31 05 2022;11921;688315;40.71088124, -73.81684712
36081;New York;Queens;27 05 2022;11915;684572;40.71088124, -73.81684712
36047;New York;Kings;24 01 2022;11914;660505;40.6361825, -73.94935552
36081;New York;Queens;26 05 2022;11911;683226;40.71088124, -73.81684712
36047;New York;Kings;23 01 2022;11900;658864;40.6361825, -73.94935552
36081;New York;Queens;20 05 2022;11894;676440;40.71088124, -73.81684712
36081;New York;Queens;22 05 2022;11894;678956;40.71088124, -73.81684712
36081;New York;Queens;21 05 2022;11894;677619;40.71088124, -73.81684712
36081;New York;Queens;17 05 2022;11885;672663;40.71088124, -73.81684712
17031;Illinois;Cook;27 12 2021;11881;789332;41.84144849, -87.81658794
36081;New York;Queens;11 05 2022;11875;665738;40.71088124, -73.81684712
36081;New York;Queens;9 05 2022;11873;663260;40.71088124, -73.81684712
36081;New York;Queens;7 05 2022;11871;662173;40.71088124, -73.81684712
36081;New York;Queens;1 05 2022;11864;655636;40.71088124, -73.81684712
36081;New York;Queens;29 04 2022;11864;654115;40.71088124, -73.81684712
36081;New York;Queens;27 04 2022;11858;652492;40.71088124, -73.81684712
36047;New York;Kings;22 01 2022;11847;652450;40.6361825, -73.94935552
36081;New York;Queens;13 04 2022;11847;644078;40.71088124, -73.81684712
36081;New York;Queens;9 04 2022;11839;642910;40.71088124, -73.81684712
17031;Illinois;Cook;26 12 2021;11830;759614;41.84144849, -87.81658794
17031;Illinois;Cook;25 12 2021;11830;759614;41.84144849, -87.81658794
36081;New York;Queens;26 03 2022;11828;638319;40.71088124, -73.81684712
4013;Arizona;Maricopa;16 10 2021;11827;718831;33.34835867, -112.4918154
4013;Arizona;Maricopa;18 10 2021;11827;718831;33.34835867, -112.4918154
36081;New York;Queens;23 03 2022;11822;637555;40.71088124, -73.81684712
4013;Arizona;Maricopa;15 10 2021;11816;717366;33.34835867, -112.4918154
17031;Illinois;Cook;22 12 2021;11811;749730;41.84144849, -87.81658794
36081;New York;Queens;18 03 2022;11810;636987;40.71088124, -73.81684712
36081;New York;Queens;13 03 2022;11789;636144;40.71088124, -73.81684712
4013;Arizona;Maricopa;13 10 2021;11778;714404;33.34835867, -112.4918154
36081;New York;Queens;6 03 2022;11775;635355;40.71088124, -73.81684712
36081;New York;Queens;5 03 2022;11767;635248;40.71088124, -73.81684712
36081;New York;Queens;25 02 2022;11731;634000;40.71088124, -73.81684712
4013;Arizona;Maricopa;10 10 2021;11729;710633;33.34835867, -112.4918154
36081;New York;Queens;24 02 2022;11715;633799;40.71088124, -73.81684712
